,path,label
1382,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat120Fit.mp3,2
1383,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat120Fit_aug1(1).mp3,2
1384,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat176Ang.mp3,2
1385,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat176Ang_aug1(1).mp3,2
1386,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat251Ang.mp3,2
1387,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat251Ang_aug1(1).mp3,2
1388,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat254fit.mp3,2
1389,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat254fit_aug1(1).mp3,2
1390,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat257Fit.mp3,2
1391,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat257Fit_aug1(1).mp3,2
1392,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat258Fit.mp3,2
1393,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat258Fit_aug1(1).mp3,2
1394,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat260Fit.mp3,2
1395,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat260Fit_aug1(1).mp3,2
1396,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat261Fit.mp3,2
1397,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat261Fit_aug1(1).mp3,2
1398,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat262Fit.mp3,2
1399,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat262Fit_aug1(1).mp3,2
1400,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat263Fit.mp3,2
1401,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat263Fit_aug1(1).mp3,2
1402,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat264Fit.mp3,2
1403,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat264Fit_aug1(1).mp3,2
1404,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat265Fit.mp3,2
1405,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat265Fit_aug1(1).mp3,2
1406,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat271Fit.mp3,2
1407,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat271Fit_aug1(1).mp3,2
1408,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat272Fit.mp3,2
1409,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat272Fit_aug1(1).mp3,2
1410,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat273Fit.mp3,2
1411,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat273Fit_aug1(1).mp3,2
1412,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat279Fit (2).mp3,2
1413,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat279Fit (2)_aug1(1).mp3,2
1414,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat279Fit.mp3,2
1415,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat279Fit_aug1(1).mp3,2
1416,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat282fit (2).mp3,2
1417,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat282fit (2)_aug1(1).mp3,2
1418,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat282fit.mp3,2
1419,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat282fit_aug1(1).mp3,2
1420,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat283fit.mp3,2
1421,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat283fit_aug1(1).mp3,2
1422,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat284fit.mp3,2
1423,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat284fit_aug1(1).mp3,2
1424,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat288Fit.mp3,2
1425,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat288Fit_aug1(1).mp3,2
1426,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat289Fit.mp3,2
1427,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat289Fit_aug1(1).mp3,2
1428,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat292Fit.mp3,2
1429,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat292Fit_aug1(1).mp3,2
1430,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat315Fit.mp3,2
1431,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat315Fit_aug1(1).mp3,2
1432,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat317Fit.mp3,2
1433,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat317Fit_aug1(1).mp3,2
1434,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat318Fit.mp3,2
1435,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat318Fit_aug1(1).mp3,2
1436,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat320Fit.mp3,2
1437,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat320Fit_aug1(1).mp3,2
1438,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat324Fit.mp3,2
1439,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat324Fit_aug1(1).mp3,2
1440,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat325Fit.mp3,2
1441,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat325Fit_aug1(1).mp3,2
1442,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat335Fit.mp3,2
1443,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat335Fit_aug1(1).mp3,2
1444,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat336Fit.mp3,2
1445,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat336Fit_aug1(1).mp3,2
1446,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat339Fit.mp3,2
1447,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat339Fit_aug1(1).mp3,2
1448,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat363Fit.mp3,2
1449,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat363Fit_aug1(1).mp3,2
1450,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat364Fit.mp3,2
1451,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat364Fit_aug1(1).mp3,2
1452,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat365Fit.mp3,2
1453,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Last_addCat365Fit_aug1(1).mp3,2
1454,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0292.mp3,2
1455,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0292_aug1(1).mp3,2
1456,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0300Angry.mp3,2
1457,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0300Angry_aug1(1).mp3,2
1458,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0301Angry.mp3,2
1459,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0301Angry_aug1(1).mp3,2
1460,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0302Angry.mp3,2
1461,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0302Angry_aug1(1).mp3,2
1462,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0323ang.mp3,2
1463,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0323ang_aug1(1).mp3,2
1464,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0326fit.mp3,2
1465,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0326fit_aug1(1).mp3,2
1466,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0327fit.mp3,2
1467,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0327fit_aug1(1).mp3,2
1468,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0328fit (2).mp3,2
1469,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0328fit (2)_aug1(1).mp3,2
1470,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0328fit.mp3,2
1471,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0328fit_aug1(1).mp3,2
1472,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0330Ang.mp3,2
1473,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0330Ang_aug1(1).mp3,2
1474,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0334ang.mp3,2
1475,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0334ang_aug1(1).mp3,2
1476,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0335Ang.mp3,2
1477,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0335Ang_aug1(1).mp3,2
1478,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0341Ang.mp3,2
1479,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0341Ang_aug1(1).mp3,2
1480,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0350Ang.mp3,2
1481,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0350Ang_aug1(1).mp3,2
1482,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0356ang.mp3,2
1483,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0356ang_aug1(1).mp3,2
1484,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0357Ang.mp3,2
1485,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0357Ang_aug1(1).mp3,2
1486,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0363fit.mp3,2
1487,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0363fit_aug1(1).mp3,2
1488,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0367Ang.mp3,2
1489,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0367Ang_aug1(1).mp3,2
1490,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0367fit.mp3,2
1491,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0367fit_aug1(1).mp3,2
1492,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0369fit.mp3,2
1493,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0369fit_aug1(1).mp3,2
1494,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0382Ang.mp3,2
1495,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0382Ang_aug1(1).mp3,2
1496,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0383fit.mp3,2
1497,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0383fit_aug1(1).mp3,2
1498,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0385Ang.mp3,2
1499,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0385Ang_aug1(1).mp3,2
1500,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0436fit.mp3,2
1501,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0436fit_aug1(1).mp3,2
1502,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0437fit.mp3,2
1503,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0437fit_aug1(1).mp3,2
1504,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0438fit.mp3,2
1505,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0438fit_aug1(1).mp3,2
1506,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0439Fit.mp3,2
1507,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0439Fit_aug1(1).mp3,2
1508,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0440Fit.mp3,2
1509,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0440Fit_aug1(1).mp3,2
1510,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0441Fit.mp3,2
1511,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0441Fit_aug1(1).mp3,2
1512,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0443Fit.mp3,2
1513,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0443Fit_aug1(1).mp3,2
1514,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0446Fit.mp3,2
1515,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0446Fit_aug1(1).mp3,2
1516,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0462Ang.mp3,2
1517,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0462Ang_aug1(1).mp3,2
1518,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0463Ang.mp3,2
1519,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0463Ang_aug1(1).mp3,2
1520,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0466Fit.mp3,2
1521,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0466Fit_aug1(1).mp3,2
1522,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0476Fit.mp3,2
1523,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0476Fit_aug1(1).mp3,2
1524,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0484Ang.mp3,2
1525,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0484Ang_aug1(1).mp3,2
1526,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0498Ang.mp3,2
1527,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0498Ang_aug1(1).mp3,2
1528,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0550Fit.mp3,2
1529,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0550Fit_aug1(1).mp3,2
1530,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0554Fit.mp3,2
1531,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0554Fit_aug1(1).mp3,2
1532,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0555Fit.mp3,2
1533,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0555Fit_aug1(1).mp3,2
1534,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0556Fit.mp3,2
1535,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0556Fit_aug1(1).mp3,2
1536,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0557Fit.mp3,2
1537,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0557Fit_aug1(1).mp3,2
1538,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0558Fit.mp3,2
1539,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0558Fit_aug1(1).mp3,2
1540,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0559Fit.mp3,2
1541,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0559Fit_aug1(1).mp3,2
1542,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0560Fit (2).mp3,2
1543,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0560Fit (2)_aug1(1).mp3,2
1544,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0560Fit.mp3,2
1545,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/Online_Cat0560Fit_aug1(1).mp3,2
1546,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/quick fight.mp3,2
1547,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/quick fight_aug1(1).mp3,2
1548,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/YashLL_Cat0214Fit (2).mp3,2
1549,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/YashLL_Cat0214Fit (2)_aug1(1).mp3,2
1550,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/YashLL_Cat0214Fit.mp3,2
1551,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/YashLL_Cat0214Fit_aug1(1).mp3,2
1552,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/YashLL_Cat0215Fit.mp3,2
1553,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/YashLL_Cat0215Fit_aug1(1).mp3,2
1554,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/YashLL_Cat0217Fit.mp3,2
1555,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/YashLL_Cat0217Fit_aug1(1).mp3,2
1556,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/YashLL_Cat0217Mating.mp3,2
1557,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/YashLL_Cat0217Mating_aug1(1).mp3,2
1558,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/YashLL_Cat0218Fit.mp3,2
1559,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/YashLL_Cat0218Fit_aug1(1).mp3,2
1560,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/YashLL_Cat0219Fit.mp3,2
1561,D:/DATASET COLLECTION/AUDIO_DATASET/CATMood DATASET/NAYA_DATA_AUG1X/Fighting/YashLL_Cat0219Fit_aug1(1).mp3,2
